CFI = 2.32619 Paras = ['0.68816370', '5.36265421', '7.46503115', '5.36265421', '0.22619955', '2.86869001']
CFI = 2.32619 Paras = ['0.68816656', '5.37274981', '7.47512913', '5.37274933', '0.22620107', '2.86869621']
CFI = 2.32619 Paras = ['0.68816358', '5.38275337', '7.48513269', '5.38275337', '0.22620298', '2.86869001']
CFI = 2.32619 Paras = ['0.68816698', '5.39274406', '7.49512291', '5.39274406', '0.22620231', '2.86869717']
CFI = 2.32619 Paras = ['0.68816340', '5.40274572', '7.50512505', '5.40274620', '0.22620173', '2.86868978']
CFI = 2.32619 Paras = ['0.68816698', '5.41275358', '7.51513290', '5.41275406', '0.22620229', '2.86869740']
CFI = 2.32619 Paras = ['0.68816340', '5.42268944', '7.52506733', '5.42268944', '0.22620329', '2.86868978']
CFI = 2.32619 Paras = ['0.68816656', '5.43270350', '7.53508139', '5.43270350', '0.22620268', '2.86869621']
CFI = 2.32619 Paras = ['0.68816394', '5.44275188', '7.54513073', '5.44275188', '0.22620089', '2.86869073']
CFI = 2.32619 Paras = ['0.68816650', '5.45275402', '7.55513287', '5.45275402', '0.22620328', '2.86869621']
CFI = 2.32619 Paras = ['0.68816376', '5.46265173', '7.56502771', '5.46265173', '0.22620244', '2.86869025']
CFI = 2.32619 Paras = ['0.68816680', '5.47265482', '7.57503128', '5.47265482', '0.22620237', '2.86869693']
CFI = 2.32619 Paras = ['0.68816358', '5.48272848', '7.58510637', '5.48272848', '0.22620292', '2.86869025']
CFI = 2.32619 Paras = ['0.68816686', '5.49272203', '7.59509993', '5.49272203', '0.22620177', '2.86869693']
CFI = 2.32619 Paras = ['0.68816346', '5.50275230', '7.60513163', '5.50275230', '0.22620314', '2.86869001']
CFI = 2.32619 Paras = ['0.68816662', '5.51275206', '7.61513090', '5.51275206', '0.22620095', '2.86869621']
CFI = 2.32619 Paras = ['0.68816394', '5.52261686', '7.62499285', '5.52261686', '0.22620156', '2.86869073']
CFI = 2.32619 Paras = ['0.68816650', '5.53273726', '7.63511562', '5.53273726', '0.22620314', '2.86869645']
CFI = 2.32619 Paras = ['0.68816364', '5.54272747', '7.64510632', '5.54272747', '0.22620194', '2.86869025']
CFI = 2.32619 Paras = ['0.68816686', '5.55274248', '7.65512133', '5.55274248', '0.22620021', '2.86869717']
CFI = 2.32619 Paras = ['0.68816334', '5.56269264', '7.66507006', '5.56269217', '0.22620112', '2.86868954']
CFI = 2.32619 Paras = ['0.68816662', '5.57275105', '7.67512989', '5.57275105', '0.22620286', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '5.58275318', '7.68513298', '5.58275318', '0.22620353', '2.86869025']
CFI = 2.32619 Paras = ['0.68816668', '5.59275389', '7.69513321', '5.59275436', '0.22620155', '2.86869645']
CFI = 2.32619 Paras = ['0.68816388', '5.60255289', '7.70492792', '5.60255337', '0.22620070', '2.86869025']
CFI = 2.32619 Paras = ['0.68816662', '5.61274481', '7.71512365', '5.61274481', '0.22620052', '2.86869621']
CFI = 2.32619 Paras = ['0.68816406', '5.62265396', '7.72503090', '5.62265444', '0.22620220', '2.86869097']
CFI = 2.32619 Paras = ['0.68816644', '5.63268423', '7.73506117', '5.63268423', '0.22620368', '2.86869645']
CFI = 2.32619 Paras = ['0.68816358', '5.64275026', '7.74512959', '5.64275026', '0.22620218', '2.86869025']
CFI = 2.32619 Paras = ['0.68816733', '5.65266418', '7.75504112', '5.65266371', '0.22619954', '2.86869764']
CFI = 2.32619 Paras = ['0.68816429', '5.66272926', '7.76510763', '5.66272879', '0.22620162', '2.86869144']
CFI = 2.32619 Paras = ['0.68816644', '5.67275333', '7.77513218', '5.67275381', '0.22620156', '2.86869597']
CFI = 2.32619 Paras = ['0.68816382', '5.68275404', '7.78513336', '5.68275404', '0.22620158', '2.86869025']
CFI = 2.32619 Paras = ['0.68816674', '5.69275475', '7.79513359', '5.69275475', '0.22619967', '2.86869645']
CFI = 2.32619 Paras = ['0.68816364', '5.70267630', '7.80505371', '5.70267630', '0.22620139', '2.86869001']
CFI = 2.32619 Paras = ['0.68816662', '5.71274996', '7.81512976', '5.71274996', '0.22620171', '2.86869597']
CFI = 2.32619 Paras = ['0.68816358', '5.72275400', '7.82513332', '5.72275400', '0.22620092', '2.86868978']
CFI = 2.32619 Paras = ['0.68816704', '5.73268986', '7.83506727', '5.73268986', '0.22620256', '2.86869740']
CFI = 2.32619 Paras = ['0.68816352', '5.74275064', '7.84513044', '5.74275112', '0.22620131', '2.86868978']
CFI = 2.32619 Paras = ['0.68816710', '5.75259447', '7.85497046', '5.75259447', '0.22620215', '2.86869764']
CFI = 2.32619 Paras = ['0.68816364', '5.76274681', '7.86512613', '5.76274681', '0.22620016', '2.86869001']
